Level,Date,Time,Source,Event_ID,Task_Category
Information,2020-08-26,09:28:00,MsiInstaller,1035,None
Information,2020-08-26,08:58:00,MsiInstaller,1035,None
Information,2020-08-26,08:58:00,MsiInstaller,1035,None
Information,2020-08-26,08:58:00,MsiInstaller,1035,None
Information,2020-08-26,08:58:00,MsiInstaller,1035,None
Warning,2020-08-26,08:58:00,ESENT,642,General
Warning,2020-08-26,08:58:00,ESENT,642,General
Information,2020-08-26,08:58:00,ESENT,330,General
Warning,2020-08-26,08:58:00,ESENT,642,General
Information,2020-08-26,08:58:00,ESENT,326,General
Information,2020-08-26,08:58:00,ESENT,641,General
Information,2020-08-26,08:58:00,ESENT,330,General
Warning,2020-08-26,08:58:00,ESENT,642,General
Information,2020-08-26,08:58:00,ESENT,105,General
Information,2020-08-26,08:58:00,ESENT,302,Logging/Recovery
Information,2020-08-26,08:58:00,ESENT,301,Logging/Recovery
Information,2020-08-26,08:41:00,ESENT,330,General
Warning,2020-08-26,06:16:00,ESENT,642,General
Information,2020-08-26,06:16:00,ESENT,300,Logging/Recovery
Information,2020-08-26,06:16:00,ESENT,102,General
Information,2020-08-26,06:16:00,MsiInstaller,1042,None
Information,2020-08-26,06:16:00,MsiInstaller,1035,None
Information,2020-08-26,06:16:00,MsiInstaller,11728,None
Information,2020-08-26,06:15:00,MsiInstaller,1036,None
Information,2020-08-26,06:15:00,MsiInstaller,1022,None
Information,2020-08-26,06:15:00,Search,1003,Search service
Information,2020-08-26,06:15:00,ESENT,326,General
Information,2020-08-26,06:15:00,ESENT,105,General
Information,2020-08-26,06:15:00,ESENT,102,General
Information,2020-08-26,06:15:00,ESENT,103,General
Information,2020-08-26,06:14:00,Search,1013,Search service
Information,2020-08-26,06:14:00,MsiInstaller,1040,None
Information,2020-08-26,06:13:00,MsiInstaller,1042,None
Information,2020-08-26,06:13:00,MsiInstaller,1035,None
Information,2020-08-26,06:13:00,MsiInstaller,11729,None
Information,2020-08-26,06:11:00,MsiInstaller,1040,None
Information,2020-08-26,06:11:00,SecurityCenter,15,None
Information,2020-08-26,06:11:00,SecurityCenter,15,None
Information,2020-08-26,06:11:00,SecurityCenter,15,None
Information,2020-08-26,06:11:00,SecurityCenter,15,None
Error,2020-08-26,06:11:00,SecurityCenter,17,None
Information,2020-08-25,23:52:00,Security-SPP,16384,None
Information,2020-08-25,23:52:00,Security-SPP,16394,None
Information,2020-08-25,23:52:00,Security-SPP,16384,None
Information,2020-08-25,23:52:00,SecurityCenter,15,None
Information,2020-08-25,23:52:00,SecurityCenter,15,None
Information,2020-08-25,23:22:00,SecurityCenter,15,None
Information,2020-08-25,23:22:00,SecurityCenter,15,None
Information,2020-08-25,20:14:00,SecurityCenter,15,None
Information,2020-08-25,20:14:00,SecurityCenter,15,None
Information,2020-08-25,20:11:00,SecurityCenter,15,None
Information,2020-08-25,20:11:00,SecurityCenter,15,None
Error,2020-08-25,20:11:00,SecurityCenter,17,None
Information,2020-08-25,20:11:00,SecurityCenter,1,None
Information,2020-08-25,20:11:00,Security-SPP,16394,None
Information,2020-08-25,15:18:00,Security-SPP,900,None
Information,2020-08-25,15:17:00,LMS,2000,LMS
Information,2020-08-25,14:21:00,IntelDalJhi,0,None
Information,2020-08-25,14:21:00,IAStorDataMgrSvc,7303,None
Information,2020-08-25,14:18:00,IAStorDataMgrSvc,0,None
Information,2020-08-25,09:11:00,gupdate,0,None
Information,2020-08-25,09:10:00,DellClientManagementService,0,None
Information,2020-08-25,09:10:00,MSDTC 2,4202,TM
Information,2020-08-25,09:10:00,Complus,781,None
Information,2020-08-25,09:10:00,Security-SPP,903,None
Information,2020-08-25,09:10:00,Security-SPP,16384,None
Information,2020-08-25,09:10:00,Dell SupportAssist Remediation,0,None
Information,2020-08-25,09:10:00,Dell Digital Delivery Services,0,None
Warning,2020-08-25,09:10:00,ESENT,642,General
Warning,2020-08-25,09:10:00,ESENT,642,General
Information,2020-08-25,09:10:00,Security-SPP,902,None
Information,2020-08-25,09:10:00,Security-SPP,1003,None
Information,2020-08-25,09:10:00,Security-SPP,1066,None
Information,2020-08-25,09:10:00,Security-SPP,16394,None
Information,2020-08-25,09:10:00,Security-SPP,900,None
Information,2020-08-25,09:10:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-25,09:10:00,Winlogon,6000,None
Information,2020-08-25,07:31:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-25,07:30:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-25,07:29:00,Winlogon,6003,None
Information,2020-08-25,07:28:00,Winlogon,6000,None
Information,2020-08-25,07:28:00,Winlogon,6000,None
Information,2020-08-25,07:28:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-25,07:28:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-25,07:27:00,Desktop Window Manager,9027,None
Information,2020-08-25,07:27:00,Search,1003,Search service
Information,2020-08-25,07:27:00,ESENT,326,General
Information,2020-08-25,07:27:00,ESENT,105,General
Information,2020-08-25,07:27:00,ESENT,302,Logging/Recovery
Information,2020-08-24,22:52:00,ESENT,301,Logging/Recovery
Information,2020-08-24,22:52:00,ESENT,300,Logging/Recovery
Information,2020-08-24,22:52:00,ESENT,102,General
Information,2020-08-24,22:52:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-24,22:52:00,Winlogon,6000,None
Information,2020-08-24,21:52:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-24,21:51:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-24,21:41:00,Winlogon,6003,None
Information,2020-08-24,21:33:00,Windows Error Reporting,1001,None
Information,2020-08-24,21:33:00,Windows Error Reporting,1001,None
Information,2020-08-24,18:46:00,AVLogEvent,5000,-1
Information,2020-08-24,15:58:00,AVLogEvent,5008,-1
Information,2020-08-24,15:58:00,WMI,5617,None
Information,2020-08-24,15:18:00,RAPSService,0,None
Information,2020-08-24,15:17:00,RAPSService,0,None
Information,2020-08-24,15:17:00,RAPSService,0,None
Warning,2020-08-24,15:17:00,ESENT,642,General
Warning,2020-08-24,15:17:00,ESENT,642,General
Information,2020-08-24,15:17:00,WMI,5615,None
Information,2020-08-24,15:17:00,VMware NAT Service,1000,None
Information,2020-08-24,13:46:00,AdobeARMservice,0,None
Information,2020-08-24,13:32:00,VMware NAT Service,1000,None
Information,2020-08-24,13:30:00,User Profile Service,1531,None
Information,2020-08-24,13:12:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-24,13:12:00,ESENT,102,General
Information,2020-08-24,10:13:00,AVLogEvent,5000,-1
Information,2020-08-24,10:13:00,AVLogEvent,5008,-1
Information,2020-08-24,10:05:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-24,10:05:00,Winlogon,6000,None
Information,2020-08-24,10:02:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-24,10:02:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-24,10:01:00,Winlogon,6003,None
Information,2020-08-24,09:59:00,WMI,5617,None
Information,2020-08-24,09:14:00,WMI,5615,None
Information,2020-08-24,09:13:00,RAPSService,0,None
Information,2020-08-24,08:59:00,RAPSService,0,None
Information,2020-08-24,08:58:00,RAPSService,0,None
Warning,2020-08-24,08:58:00,ESENT,642,General
Warning,2020-08-24,08:58:00,ESENT,642,General
Information,2020-08-24,08:58:00,VMware NAT Service,1000,None
Information,2020-08-24,08:58:00,AdobeARMservice,0,None
Information,2020-08-24,08:58:00,VMware NAT Service,1000,None
Information,2020-08-24,08:58:00,User Profile Service,1531,None
Information,2020-08-24,08:58:00,Security-SPP,16384,None
Information,2020-08-24,08:58:00,Security-SPP,16394,None
Information,2020-08-24,08:58:00,Security-SPP,16384,None
Warning,2020-08-24,08:58:00,ESENT,642,General
Warning,2020-08-24,08:58:00,ESENT,642,General
Information,2020-08-24,08:58:00,ESENT,330,General
Warning,2020-08-24,08:58:00,ESENT,642,General
Information,2020-08-24,08:58:00,ESENT,326,General
Information,2020-08-24,08:58:00,ESENT,641,General
Information,2020-08-24,08:25:00,ESENT,330,General
Warning,2020-08-24,08:24:00,ESENT,642,General
Information,2020-08-24,08:24:00,ESENT,105,General
Information,2020-08-24,08:24:00,ESENT,302,Logging/Recovery
Information,2020-08-24,08:24:00,ESENT,301,Logging/Recovery
Information,2020-08-24,08:24:00,ESENT,330,General
Warning,2020-08-24,08:24:00,ESENT,642,General
Information,2020-08-24,07:46:00,ESENT,300,Logging/Recovery
Information,2020-08-24,07:46:00,ESENT,102,General
Information,2020-08-24,07:44:00,Security-SPP,16394,None
Information,2020-08-24,07:44:00,AVLogEvent,5008,-1
Information,2020-08-24,07:44:00,SecurityCenter,15,None
Information,2020-08-24,07:43:00,SecurityCenter,15,None
Information,2020-08-24,07:43:00,SecurityCenter,15,None
Information,2020-08-24,07:43:00,SecurityCenter,15,None
Information,2020-08-24,07:43:00,SecurityCenter,15,None
Information,2020-08-24,07:43:00,SecurityCenter,15,None
Information,2020-08-24,07:43:00,SecurityCenter,15,None
Information,2020-08-24,07:43:00,SecurityCenter,15,None
Error,2020-08-24,01:33:00,SecurityCenter,17,None
Information,2020-08-24,01:33:00,Security-SPP,16384,None
Information,2020-08-24,01:33:00,Security-SPP,16394,None
Information,2020-08-24,01:33:00,Security-SPP,16384,None
Warning,2020-08-24,01:33:00,ESENT,642,General
Warning,2020-08-24,01:07:00,ESENT,642,General
Information,2020-08-24,01:07:00,gupdate,0,None
Information,2020-08-23,23:55:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-23,23:55:00,Winlogon,6000,None
Information,2020-08-23,22:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-23,22:36:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-23,19:17:00,Winlogon,6003,None
Information,2020-08-23,19:17:00,Security-SPP,16394,None
Information,2020-08-23,17:39:00,Winlogon,6000,None
Information,2020-08-23,17:39:00,Winlogon,6000,None
Information,2020-08-23,17:36:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-23,17:36:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-23,17:36:00,Desktop Window Manager,9027,None
Information,2020-08-23,11:40:00,gupdate,0,None
Information,2020-08-23,11:34:00,Security-SPP,16384,None
Information,2020-08-23,11:34:00,Security-SPP,16394,None
Information,2020-08-23,11:27:00,Windows Error Reporting,1001,None
Error,2020-08-23,11:27:00,Application Hang,1002,-101
Information,2020-08-23,11:27:00,Windows Error Reporting,1001,None
Information,2020-08-23,11:27:00,Security-SPP,16384,None
Information,2020-08-23,09:03:00,Security-SPP,16394,None
Information,2020-08-23,09:03:00,Windows Error Reporting,1001,None
Information,2020-08-23,09:03:00,Security-SPP,16384,None
Information,2020-08-23,09:03:00,Security-SPP,16394,None
Information,2020-08-23,09:03:00,gupdate,0,None
Information,2020-08-23,09:03:00,Security-SPP,16384,None
Information,2020-08-23,09:03:00,Security-SPP,16394,None
Information,2020-08-23,09:03:00,gupdate,0,None
Information,2020-08-23,09:03:00,VSS,8224,None
Warning,2020-08-23,09:03:00,ESENT,642,General
Warning,2020-08-23,09:03:00,ESENT,642,General
Information,2020-08-23,09:03:00,ESENT,330,General
Warning,2020-08-23,09:03:00,ESENT,642,General
Information,2020-08-23,09:03:00,ESENT,326,General
Information,2020-08-23,09:03:00,ESENT,641,General
Information,2020-08-23,08:46:00,ESENT,330,General
Warning,2020-08-23,08:41:00,ESENT,642,General
Information,2020-08-23,08:41:00,ESENT,105,General
Information,2020-08-23,08:21:00,ESENT,302,Logging/Recovery
Information,2020-08-23,08:19:00,ESENT,301,Logging/Recovery
Information,2020-08-23,07:31:00,ESENT,330,General
Warning,2020-08-23,07:29:00,ESENT,642,General
Information,2020-08-23,07:26:00,ESENT,300,Logging/Recovery
Information,2020-08-23,07:26:00,ESENT,102,General
Information,2020-08-23,07:26:00,Security-SPP,16384,None
Information,2020-08-22,21:31:00,Security-SPP,16394,None
Information,2020-08-22,21:31:00,Security-SPP,16384,None
Information,2020-08-22,18:18:00,Security-SPP,16394,None
Information,2020-08-22,18:18:00,gupdate,0,None
Warning,2020-08-22,17:55:00,ESENT,642,General
Warning,2020-08-22,17:54:00,ESENT,642,General
Information,2020-08-22,14:19:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,14:18:00,Winlogon,6000,None
Information,2020-08-22,14:03:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,14:03:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,14:03:00,Winlogon,6003,None
Information,2020-08-22,14:03:00,Winlogon,6000,None
Information,2020-08-22,14:03:00,Winlogon,6000,None
Information,2020-08-22,14:03:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,13:55:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,13:55:00,Desktop Window Manager,9027,None
Information,2020-08-22,13:03:00,gupdate,0,None
Information,2020-08-22,12:27:00,Security-SPP,16384,None
Information,2020-08-22,12:26:00,Security-SPP,16394,None
Information,2020-08-22,09:03:00,Security-SPP,16384,None
Information,2020-08-22,09:03:00,Security-SPP,16394,None
Warning,2020-08-22,09:03:00,ESENT,642,General
Warning,2020-08-22,09:03:00,ESENT,642,General
Information,2020-08-22,09:03:00,ESENT,330,General
Warning,2020-08-22,09:03:00,ESENT,642,General
Information,2020-08-22,09:03:00,ESENT,326,General
Information,2020-08-22,09:03:00,ESENT,641,General
Information,2020-08-22,09:03:00,ESENT,330,General
Warning,2020-08-22,09:03:00,ESENT,642,General
Information,2020-08-22,09:03:00,ESENT,105,General
Information,2020-08-22,09:03:00,ESENT,302,Logging/Recovery
Information,2020-08-22,09:03:00,ESENT,301,Logging/Recovery
Information,2020-08-22,09:03:00,ESENT,330,General
Warning,2020-08-22,09:03:00,ESENT,642,General
Information,2020-08-22,08:04:00,ESENT,300,Logging/Recovery
Information,2020-08-22,08:03:00,ESENT,102,General
Information,2020-08-22,08:02:00,AVLogEvent,5008,-1
Warning,2020-08-22,08:01:00,ESENT,642,General
Warning,2020-08-22,08:01:00,ESENT,642,General
Information,2020-08-22,08:01:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,08:01:00,Winlogon,6000,None
Information,2020-08-22,08:00:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,08:00:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,08:00:00,Winlogon,6003,None
Information,2020-08-22,08:00:00,Desktop Window Manager,9027,None
Information,2020-08-22,08:00:00,Winlogon,6000,None
Information,2020-08-22,08:00:00,Winlogon,6000,None
Information,2020-08-22,01:00:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,01:00:00,igfxCUIService2.0.0.0,0,None
Warning,2020-08-22,01:00:00,ESENT,642,General
Warning,2020-08-22,01:00:00,ESENT,642,General
Information,2020-08-22,01:00:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-22,00:37:00,Winlogon,6000,None
Information,2020-08-22,00:28:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,23:48:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,23:48:00,Winlogon,6003,None
Information,2020-08-21,19:37:00,Winlogon,6000,None
Information,2020-08-21,18:30:00,Winlogon,6000,None
Information,2020-08-21,18:29:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,18:21:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,18:21:00,Desktop Window Manager,9027,None
Information,2020-08-21,14:37:00,Security-SPP,16384,None
Information,2020-08-21,14:27:00,Security-SPP,16394,None
Information,2020-08-21,14:27:00,Security-SPP,16384,None
Warning,2020-08-21,14:27:00,ESENT,642,General
Warning,2020-08-21,14:26:00,ESENT,642,General
Information,2020-08-21,14:26:00,Security-SPP,16394,None
Information,2020-08-21,14:26:00,gupdate,0,None
Information,2020-08-21,14:26:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,14:26:00,Winlogon,6000,None
Information,2020-08-21,14:26:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,14:14:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,14:14:00,Winlogon,6003,None
Information,2020-08-21,14:14:00,Winlogon,6000,None
Information,2020-08-21,14:14:00,Winlogon,6000,None
Information,2020-08-21,14:14:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:51:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:51:00,Desktop Window Manager,9027,None
Information,2020-08-21,12:46:00,Security-SPP,16384,None
Information,2020-08-21,12:45:00,Security-SPP,16394,None
Information,2020-08-21,12:45:00,gupdate,0,None
Information,2020-08-21,12:44:00,Security-SPP,16384,None
Information,2020-08-21,12:44:00,Security-SPP,1003,None
Information,2020-08-21,12:43:00,Security-SPP,1003,None
Information,2020-08-21,12:43:00,Security-SPP,1003,None
Information,2020-08-21,12:41:00,Security-SPP,1003,None
Information,2020-08-21,12:41:00,Security-SPP,1003,None
Information,2020-08-21,12:41:00,Security-SPP,16394,None
Information,2020-08-21,12:41:00,Security-SPP,16384,None
Information,2020-08-21,12:41:00,Security-SPP,1003,None
Information,2020-08-21,12:41:00,Security-SPP,1003,None
Information,2020-08-21,12:41:00,Security-SPP,1003,None
Information,2020-08-21,12:41:00,Security-SPP,1003,None
Information,2020-08-21,12:41:00,Security-SPP,1003,None
Information,2020-08-21,12:41:00,Security-SPP,16394,None
Warning,2020-08-21,12:41:00,ESENT,642,General
Warning,2020-08-21,12:41:00,ESENT,642,General
Information,2020-08-21,12:41:00,ESENT,330,General
Information,2020-08-21,12:41:00,ESENT,326,General
Information,2020-08-21,12:41:00,ESENT,612,Table/Column/Index Definition
Information,2020-08-21,12:37:00,ESENT,611,Table/Column/Index Definition
Information,2020-08-21,12:37:00,ESENT,611,Table/Column/Index Definition
Information,2020-08-21,12:37:00,ESENT,611,Table/Column/Index Definition
Information,2020-08-21,12:37:00,ESENT,611,Table/Column/Index Definition
Information,2020-08-21,12:37:00,ESENT,611,Table/Column/Index Definition
Information,2020-08-21,12:37:00,ESENT,611,Table/Column/Index Definition
Information,2020-08-21,12:37:00,ESENT,611,Table/Column/Index Definition
Information,2020-08-21,12:37:00,ESENT,611,Table/Column/Index Definition
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,609,Table/Column/Index Definition
Warning,2020-08-21,12:37:00,ESENT,643,Table/Column/Index Definition
Information,2020-08-21,12:37:00,ESENT,641,General
Information,2020-08-21,12:37:00,ESENT,330,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,105,General
Information,2020-08-21,12:37:00,ESENT,302,Logging/Recovery
Information,2020-08-21,12:37:00,ESENT,301,Logging/Recovery
Information,2020-08-21,12:37:00,ESENT,330,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,300,Logging/Recovery
Information,2020-08-21,12:37:00,ESENT,102,General
Information,2020-08-21,12:37:00,gupdate,0,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,AVLogEvent,5008,-1
Warning,2020-08-21,12:37:00,ESENT,642,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,330,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,326,General
Information,2020-08-21,12:37:00,ESENT,641,General
Information,2020-08-21,12:37:00,ESENT,330,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,105,General
Information,2020-08-21,12:37:00,ESENT,302,Logging/Recovery
Information,2020-08-21,12:37:00,ESENT,301,Logging/Recovery
Information,2020-08-21,12:37:00,ESENT,330,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,300,Logging/Recovery
Information,2020-08-21,12:37:00,ESENT,102,General
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Warning,2020-08-21,12:37:00,ESENT,642,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,gupdate,0,None
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,Winlogon,6000,None
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,Winlogon,6003,None
Information,2020-08-21,12:37:00,Winlogon,6000,None
Information,2020-08-21,12:37:00,Winlogon,6000,None
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,Desktop Window Manager,9027,None
Error,2020-08-21,12:37:00,DellCommandPowerManager,0,None
Error,2020-08-21,12:37:00,DellCommandPowerManager,0,None
Information,2020-08-21,12:37:00,gupdate,0,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,VSS,8224,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,gupdate,0,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Warning,2020-08-21,12:37:00,ESENT,642,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,330,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,326,General
Information,2020-08-21,12:37:00,ESENT,641,General
Information,2020-08-21,12:37:00,ESENT,330,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,105,General
Information,2020-08-21,12:37:00,ESENT,302,Logging/Recovery
Information,2020-08-21,12:37:00,ESENT,301,Logging/Recovery
Information,2020-08-21,12:37:00,ESENT,330,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,ESENT,300,Logging/Recovery
Information,2020-08-21,12:37:00,ESENT,102,General
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,AVLogEvent,5008,-1
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:37:00,gupdate,0,None
Warning,2020-08-21,12:37:00,ESENT,642,General
Warning,2020-08-21,12:37:00,ESENT,642,General
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,Winlogon,6000,None
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,Winlogon,6003,None
Information,2020-08-21,12:37:00,Winlogon,6000,None
Information,2020-08-21,12:37:00,Winlogon,6000,None
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-21,12:37:00,Desktop Window Manager,9027,None
Information,2020-08-21,12:37:00,Security-SPP,16384,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,1003,None
Information,2020-08-21,12:37:00,Security-SPP,16394,None
Information,2020-08-21,12:31:00,Security-SPP,16384,None
Information,2020-08-21,12:31:00,Security-SPP,16394,None
Information,2020-08-21,12:31:00,Security-SPP,16384,None
Information,2020-08-21,12:31:00,Security-SPP,16394,None
Information,2020-08-21,12:31:00,gupdate,0,None
Information,2020-08-21,12:31:00,Security-SPP,16384,None
Information,2020-08-21,12:31:00,Security-SPP,1003,None
Information,2020-08-21,12:31:00,Security-SPP,1003,None
Information,2020-08-21,12:31:00,Security-SPP,1003,None
Information,2020-08-21,12:31:00,Security-SPP,1003,None
Information,2020-08-21,12:31:00,Security-SPP,1003,None
Information,2020-08-21,12:31:00,Security-SPP,16394,None
Information,2020-08-21,12:31:00,Security-SPP,16384,None
Information,2020-08-21,12:31:00,Security-SPP,16394,None
Information,2020-08-21,12:31:00,gupdate,0,None
Information,2020-08-21,12:15:00,Security-SPP,16384,None
Information,2020-08-21,12:15:00,Security-SPP,16394,None
Warning,2020-08-21,12:15:00,ESENT,642,General
Warning,2020-08-21,12:15:00,ESENT,642,General
Information,2020-08-21,12:15:00,ESENT,330,General
Warning,2020-08-21,12:15:00,ESENT,642,General
Information,2020-08-21,12:15:00,ESENT,326,General
Information,2020-08-21,12:15:00,ESENT,641,General
Information,2020-08-21,12:15:00,ESENT,330,General
Warning,2020-08-21,12:14:00,ESENT,642,General
Information,2020-08-21,12:14:00,ESENT,105,General
Information,2020-08-21,12:14:00,ESENT,302,Logging/Recovery
Information,2020-08-21,12:14:00,ESENT,301,Logging/Recovery
Information,2020-08-21,12:14:00,ESENT,330,General
Warning,2020-08-21,12:14:00,ESENT,642,General
Information,2020-08-21,12:14:00,ESENT,300,Logging/Recovery
Information,2020-08-21,12:14:00,ESENT,102,General
