Level,Date,Time,Source,Event_ID,Task_Category
Information,2020-08-09,13:34:00,Windows Error Reporting,1001,None
Warning,2020-08-09,13:32:00,ESENT,642,General
Warning,2020-08-09,13:32:00,ESENT,642,General
Information,2020-08-09,13:24:00,gupdate,0,None
Information,2020-08-09,12:46:00,Windows Error Reporting,1001,None
Warning,2020-08-09,12:40:00,ESENT,642,General
Warning,2020-08-09,12:40:00,ESENT,642,General
Warning,2020-08-09,12:40:00,ESENT,642,General
Warning,2020-08-09,12:40:00,ESENT,642,General
Information,2020-08-09,11:41:00,Security-SPP,16384,None
Information,2020-08-09,11:41:00,Security-SPP,16394,None
Warning,2020-08-09,10:01:00,ESENT,642,General
Warning,2020-08-09,10:01:00,ESENT,642,General
Warning,2020-08-09,10:01:00,ESENT,642,General
Warning,2020-08-09,10:01:00,ESENT,642,General
Information,2020-08-09,09:52:00,Security-SPP,16384,None
Information,2020-08-09,09:52:00,Security-SPP,16394,None
Warning,2020-08-09,08:59:00,ESENT,642,General
Warning,2020-08-09,08:59:00,ESENT,642,General
Information,2020-08-09,08:59:00,ESENT,330,General
Warning,2020-08-09,08:59:00,ESENT,642,General
Information,2020-08-09,08:59:00,ESENT,326,General
Information,2020-08-09,08:59:00,ESENT,641,General
Information,2020-08-09,08:59:00,ESENT,330,General
Warning,2020-08-09,08:59:00,ESENT,642,General
Information,2020-08-09,08:59:00,ESENT,105,General
Information,2020-08-09,08:59:00,ESENT,302,Logging/Recovery
Information,2020-08-09,08:59:00,ESENT,301,Logging/Recovery
Information,2020-08-09,08:59:00,ESENT,330,General
Warning,2020-08-09,08:59:00,ESENT,642,General
Information,2020-08-09,08:59:00,ESENT,300,Logging/Recovery
Information,2020-08-09,08:59:00,ESENT,102,General
Information,2020-08-09,08:40:00,Security-SPP,16384,None
Information,2020-08-09,08:39:00,Security-SPP,16394,None
Information,2020-08-09,08:24:00,Security-SPP,16384,None
Information,2020-08-09,08:24:00,gupdate,0,None
Information,2020-08-09,08:24:00,Security-SPP,16394,None
Information,2020-08-09,08:22:00,gupdate,0,None
Information,2020-08-09,08:22:00,Security-SPP,16384,None
Warning,2020-08-09,08:21:00,ESENT,642,General
Warning,2020-08-09,08:21:00,ESENT,642,General
Information,2020-08-09,08:21:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-09,08:21:00,Winlogon,6000,None
Information,2020-08-09,08:21:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-09,08:21:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-09,08:21:00,Winlogon,6003,None
Information,2020-08-09,08:21:00,Security-SPP,16394,None
Information,2020-07-09,23:08:00,Winlogon,6000,None
Information,2020-07-09,23:08:00,Winlogon,6000,None
Information,2020-07-09,23:08:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,23:08:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,23:07:00,Winsrv,10001,None
Information,2020-07-09,23:07:00,Desktop Window Manager,9027,None
Information,2020-07-09,23:07:00,AVLogEvent,5008,-1
Information,2020-07-09,23:07:00,Security-SPP,16384,None
Information,2020-07-09,23:07:00,Security-SPP,16394,None
Warning,2020-07-09,23:04:00,ESENT,642,General
Warning,2020-07-09,23:04:00,ESENT,642,General
Information,2020-07-09,23:01:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,23:01:00,Winlogon,6000,None
Information,2020-07-09,23:01:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,23:01:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,23:01:00,Winlogon,6003,None
Information,2020-07-09,22:40:00,Winlogon,6000,None
Information,2020-07-09,22:40:00,Winlogon,6000,None
Information,2020-07-09,22:40:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,22:40:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,22:40:00,Desktop Window Manager,9027,None
Information,2020-07-09,22:20:00,Security-SPP,16384,None
Information,2020-07-09,22:19:00,Security-SPP,16394,None
Information,2020-07-09,22:19:00,Security-SPP,16384,None
Information,2020-07-09,22:18:00,Security-SPP,16394,None
Information,2020-07-09,22:08:00,Security-SPP,16384,None
Information,2020-07-09,22:07:00,Security-SPP,16394,None
Information,2020-07-09,21:06:00,Security-SPP,16384,None
Information,2020-07-09,21:06:00,Security-SPP,16394,None
Information,2020-07-09,19:12:00,Windows Error Reporting,1001,None
Information,2020-07-09,19:11:00,Security-SPP,16384,None
Information,2020-07-09,19:10:00,Security-SPP,16394,None
Information,2020-07-09,18:58:00,VSS,8224,None
Information,2020-07-09,18:53:00,gupdate,0,None
Warning,2020-07-09,18:27:00,ESENT,642,General
Warning,2020-07-09,18:27:00,ESENT,642,General
Warning,2020-07-09,18:27:00,ESENT,642,General
Warning,2020-07-09,18:27:00,ESENT,642,General
Information,2020-07-09,18:12:00,Security-SPP,16384,None
Information,2020-07-09,18:12:00,Security-SPP,16394,None
Warning,2020-07-09,18:11:00,ESENT,642,General
Warning,2020-07-09,18:11:00,ESENT,642,General
Warning,2020-07-09,18:11:00,ESENT,642,General
Warning,2020-07-09,18:11:00,ESENT,642,General
Information,2020-07-09,17:54:00,Security-SPP,16384,None
Information,2020-07-09,17:53:00,Security-SPP,16394,None
Warning,2020-07-09,17:52:00,ESENT,642,General
Warning,2020-07-09,17:52:00,ESENT,642,General
Information,2020-07-09,17:52:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,17:52:00,Winlogon,6000,None
Information,2020-07-09,17:52:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,17:52:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,17:52:00,Winlogon,6003,None
Information,2020-07-09,16:16:00,Winlogon,6000,None
Information,2020-07-09,16:16:00,Winlogon,6000,None
Information,2020-07-09,16:16:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,16:16:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,16:16:00,Desktop Window Manager,9027,None
Information,2020-07-09,13:44:00,gupdate,0,None
Information,2020-07-09,13:24:00,Security-SPP,16384,None
Information,2020-07-09,13:24:00,Security-SPP,16394,None
Information,2020-07-09,13:06:00,Security-SPP,16384,None
Information,2020-07-09,13:06:00,Security-SPP,16394,None
Information,2020-07-09,12:12:00,Windows Error Reporting,1001,None
Information,2020-07-09,12:07:00,Security-SPP,16384,None
Warning,2020-07-09,12:07:00,ESENT,642,General
Warning,2020-07-09,12:07:00,ESENT,642,General
Warning,2020-07-09,12:07:00,ESENT,642,General
Warning,2020-07-09,12:07:00,ESENT,642,General
Information,2020-07-09,12:07:00,Security-SPP,16394,None
Warning,2020-07-09,12:06:00,ESENT,642,General
Warning,2020-07-09,12:06:00,ESENT,642,General
Warning,2020-07-09,12:06:00,ESENT,642,General
Warning,2020-07-09,12:06:00,ESENT,642,General
Warning,2020-07-09,08:59:00,ESENT,642,General
Warning,2020-07-09,08:59:00,ESENT,642,General
Information,2020-07-09,08:59:00,ESENT,330,General
Warning,2020-07-09,08:59:00,ESENT,642,General
Information,2020-07-09,08:59:00,ESENT,326,General
Information,2020-07-09,08:59:00,ESENT,641,General
Information,2020-07-09,08:59:00,ESENT,330,General
Warning,2020-07-09,08:59:00,ESENT,642,General
Information,2020-07-09,08:59:00,ESENT,105,General
Information,2020-07-09,08:59:00,ESENT,302,Logging/Recovery
Information,2020-07-09,08:59:00,ESENT,301,Logging/Recovery
Information,2020-07-09,08:59:00,ESENT,330,General
Warning,2020-07-09,08:59:00,ESENT,642,General
Information,2020-07-09,08:59:00,ESENT,300,Logging/Recovery
Information,2020-07-09,08:59:00,ESENT,102,General
Information,2020-07-09,08:45:00,gupdate,0,None
Warning,2020-07-09,08:31:00,ESENT,642,General
Warning,2020-07-09,08:31:00,ESENT,642,General
Warning,2020-07-09,08:31:00,ESENT,642,General
Warning,2020-07-09,08:31:00,ESENT,642,General
Warning,2020-07-09,08:31:00,ESENT,642,General
Warning,2020-07-09,08:31:00,ESENT,642,General
Warning,2020-07-09,08:31:00,ESENT,642,General
Warning,2020-07-09,08:31:00,ESENT,642,General
Information,2020-07-09,08:31:00,Security-SPP,16384,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,1003,None
Information,2020-07-09,08:30:00,Security-SPP,16394,None
Information,2020-07-09,08:29:00,Security-SPP,16384,None
Information,2020-07-09,08:29:00,Security-SPP,1003,None
Information,2020-07-09,08:29:00,Security-SPP,1003,None
Information,2020-07-09,08:29:00,Security-SPP,1003,None
Information,2020-07-09,08:29:00,Security-SPP,1003,None
Information,2020-07-09,08:29:00,Security-SPP,1003,None
Information,2020-07-09,08:29:00,Security-SPP,16394,None
Information,2020-07-09,08:28:00,Security-SPP,16384,None
Warning,2020-07-09,08:28:00,ESENT,642,General
Warning,2020-07-09,08:28:00,ESENT,642,General
Warning,2020-07-09,08:28:00,ESENT,642,General
Warning,2020-07-09,08:28:00,ESENT,642,General
Information,2020-07-09,08:27:00,Security-SPP,1003,None
Information,2020-07-09,08:27:00,Security-SPP,16394,None
Information,2020-07-09,08:19:00,Security-SPP,16384,None
Information,2020-07-09,08:18:00,Security-SPP,1003,None
Information,2020-07-09,08:18:00,Security-SPP,1003,None
Information,2020-07-09,08:18:00,Security-SPP,1003,None
Information,2020-07-09,08:18:00,Security-SPP,1003,None
Information,2020-07-09,08:18:00,Security-SPP,1003,None
Information,2020-07-09,08:18:00,Security-SPP,16394,None
Information,2020-07-09,08:06:00,Security-SPP,16384,None
Information,2020-07-09,08:05:00,Security-SPP,16394,None
Information,2020-07-09,07:56:00,Security-SPP,16384,None
Information,2020-07-09,07:55:00,Security-SPP,16394,None
Warning,2020-07-09,07:55:00,ESENT,642,General
Warning,2020-07-09,07:55:00,ESENT,642,General
Warning,2020-07-09,07:55:00,ESENT,642,General
Warning,2020-07-09,07:55:00,ESENT,642,General
Information,2020-07-09,07:54:00,Security-SPP,16384,None
Information,2020-07-09,07:54:00,gupdate,0,None
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Warning,2020-07-09,07:54:00,ESENT,642,General
Information,2020-07-09,07:53:00,Security-SPP,16394,None
Warning,2020-07-09,07:52:00,ESENT,642,General
Warning,2020-07-09,07:52:00,ESENT,642,General
Warning,2020-07-09,07:52:00,ESENT,642,General
Warning,2020-07-09,07:52:00,ESENT,642,General
Information,2020-07-09,07:51:00,Security-SPP,16384,None
Information,2020-07-09,07:51:00,gupdate,0,None
Information,2020-07-09,07:51:00,Security-SPP,16394,None
Warning,2020-07-09,07:51:00,ESENT,642,General
Warning,2020-07-09,07:51:00,ESENT,642,General
Warning,2020-07-09,07:51:00,ESENT,642,General
Warning,2020-07-09,07:51:00,ESENT,642,General
Warning,2020-07-09,07:51:00,ESENT,642,General
Warning,2020-07-09,07:51:00,ESENT,642,General
Warning,2020-07-09,07:51:00,ESENT,642,General
Warning,2020-07-09,07:51:00,ESENT,642,General
Warning,2020-07-09,07:51:00,ESENT,642,General
Warning,2020-07-09,07:51:00,ESENT,642,General
Information,2020-07-09,07:50:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,07:50:00,Winlogon,6000,None
Information,2020-07-09,07:50:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,07:50:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,07:50:00,Winlogon,6003,None
Information,2020-07-09,00:19:00,Winlogon,6000,None
Information,2020-07-09,00:19:00,Winlogon,6000,None
Information,2020-07-09,00:19:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,00:19:00,igfxCUIService2.0.0.0,0,None
Information,2020-07-09,00:19:00,Desktop Window Manager,9027,None
Warning,2020-07-09,00:19:00,ESENT,642,General
Warning,2020-07-09,00:19:00,ESENT,642,General
Warning,2020-07-09,00:19:00,ESENT,642,General
Warning,2020-07-09,00:19:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Warning,2020-07-09,00:14:00,ESENT,642,General
Information,2020-06-09,23:57:00,Security-SPP,16384,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,1003,None
Information,2020-06-09,23:56:00,Security-SPP,16394,None
Information,2020-06-09,23:25:00,Security-SPP,16384,None
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Warning,2020-06-09,23:25:00,ESENT,642,General
Information,2020-06-09,23:25:00,Security-SPP,1003,None
Information,2020-06-09,23:25:00,Security-SPP,1003,None
Information,2020-06-09,23:25:00,Security-SPP,1003,None
Information,2020-06-09,23:25:00,Security-SPP,1003,None
Information,2020-06-09,23:25:00,Security-SPP,1003,None
Information,2020-06-09,23:25:00,Security-SPP,16394,None
Information,2020-06-09,22:45:00,gupdate,0,None
Warning,2020-06-09,22:45:00,ESENT,642,General
Warning,2020-06-09,22:45:00,ESENT,642,General
Warning,2020-06-09,22:45:00,ESENT,642,General
Warning,2020-06-09,22:45:00,ESENT,642,General
Information,2020-06-09,22:45:00,Security-SPP,16384,None
Information,2020-06-09,22:44:00,Security-SPP,16394,None
Information,2020-06-09,22:31:00,Security-SPP,16384,None
Information,2020-06-09,22:30:00,Security-SPP,16394,None
Warning,2020-06-09,22:17:00,ESENT,642,General
Warning,2020-06-09,22:17:00,ESENT,642,General
Warning,2020-06-09,22:17:00,ESENT,642,General
Warning,2020-06-09,22:17:00,ESENT,642,General
Warning,2020-06-09,22:17:00,ESENT,642,General
Warning,2020-06-09,22:17:00,ESENT,642,General
Warning,2020-06-09,22:17:00,ESENT,642,General
Warning,2020-06-09,22:17:00,ESENT,642,General
Warning,2020-06-09,22:06:00,ESENT,642,General
Warning,2020-06-09,22:06:00,ESENT,642,General
Warning,2020-06-09,22:06:00,ESENT,642,General
Warning,2020-06-09,22:06:00,ESENT,642,General
Warning,2020-06-09,22:06:00,ESENT,642,General
Warning,2020-06-09,22:06:00,ESENT,642,General
Warning,2020-06-09,22:06:00,ESENT,642,General
Warning,2020-06-09,22:06:00,ESENT,642,General
Information,2020-06-09,21:55:00,Security-SPP,16384,None
Information,2020-06-09,21:55:00,Security-SPP,1003,None
Information,2020-06-09,21:55:00,Security-SPP,1003,None
Information,2020-06-09,21:55:00,Security-SPP,1003,None
Information,2020-06-09,21:55:00,Security-SPP,1003,None
Information,2020-06-09,21:55:00,Security-SPP,1003,None
Information,2020-06-09,21:55:00,Security-SPP,1033,None
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Information,2020-06-09,21:55:00,Security-SPP,16394,None
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Warning,2020-06-09,21:55:00,ESENT,642,General
Information,2020-06-09,21:53:00,Security-SPP,16384,None
Information,2020-06-09,21:52:00,Security-SPP,16394,None
Information,2020-06-09,21:47:00,AVLogEvent,5008,-1
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:47:00,ESENT,642,General
Warning,2020-06-09,21:39:00,ESENT,642,General
Warning,2020-06-09,21:39:00,ESENT,642,General
Warning,2020-06-09,21:39:00,ESENT,642,General
Warning,2020-06-09,21:39:00,ESENT,642,General
Information,2020-06-09,21:37:00,Security-SPP,16384,None
Information,2020-06-09,21:36:00,Security-SPP,1033,None
Information,2020-06-09,21:36:00,Security-SPP,1034,None
Information,2020-06-09,21:36:00,Security-SPP,1034,None
Information,2020-06-09,21:36:00,Security-SPP,1033,None
Information,2020-06-09,21:36:00,Security-SPP,1034,None
Information,2020-06-09,21:36:00,Security-SPP,1034,None
Information,2020-06-09,21:36:00,Security-SPP,16394,None
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Information,2020-06-09,21:35:00,Security-SPP,16384,None
Information,2020-06-09,21:35:00,Security-SPP,16394,None
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:35:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Warning,2020-06-09,21:33:00,ESENT,642,General
Information,2020-06-09,21:31:00,VSS,8224,None
Warning,2020-06-09,21:29:00,ESENT,642,General
Warning,2020-06-09,21:29:00,ESENT,642,General
Warning,2020-06-09,21:29:00,ESENT,642,General
Warning,2020-06-09,21:29:00,ESENT,642,General
Warning,2020-06-09,21:29:00,ESENT,642,General
Warning,2020-06-09,21:29:00,ESENT,642,General
Warning,2020-06-09,21:29:00,ESENT,642,General
Warning,2020-06-09,21:29:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Warning,2020-06-09,21:28:00,ESENT,642,General
Information,2020-06-09,21:26:00,Windows Error Reporting,1001,None
Information,2020-06-09,21:26:00,Windows Error Reporting,1001,None
Information,2020-06-09,21:26:00,Windows Error Reporting,1001,None
Information,2020-06-09,21:24:00,VSS,8224,None
Information,2020-06-09,21:20:00,Security-SPP,16384,None
Information,2020-06-09,21:20:00,Security-SPP,16394,None
Information,2020-06-09,21:04:00,RestartManager,10001,None
Information,2020-06-09,21:04:00,RestartManager,10000,None
Information,2020-06-09,21:02:00,Security-SPP,16384,None
Information,2020-06-09,21:01:00,Security-SPP,16394,None
Information,2020-06-09,19:58:00,Security-SPP,16384,None
Information,2020-06-09,19:58:00,Security-SPP,1003,None
Information,2020-06-09,19:58:00,Security-SPP,1003,None
Information,2020-06-09,19:58:00,Security-SPP,1003,None
Information,2020-06-09,19:58:00,Security-SPP,1003,None
Information,2020-06-09,19:58:00,Security-SPP,1003,None
Information,2020-06-09,19:58:00,Security-SPP,16394,None
Information,2020-06-09,18:21:00,VSS,8224,None
Warning,2020-06-09,18:18:00,ESENT,642,General
Information,2020-06-09,18:13:00,Security-SPP,16384,None
Information,2020-06-09,18:12:00,Security-SPP,16394,None
Information,2020-08-09,13:34:00,Security-SPP,16384,None
Information,2020-08-09,13:32:00,Security-SPP,16394,None
Information,2020-08-09,13:32:00,Security-SPP,16384,None
Information,2020-08-09,13:24:00,Security-SPP,16394,None
Information,2020-08-09,12:46:00,gupdate,0,None
Information,2020-08-09,12:40:00,Security-SPP,16384,None
Information,2020-08-09,12:40:00,Security-SPP,16394,None
Information,2020-08-09,12:40:00,Security-SPP,16384,None
Information,2020-08-09,12:40:00,Security-SPP,16394,None
Information,2020-08-09,11:41:00,Security-SPP,16384,None
Information,2020-08-09,11:41:00,Security-SPP,16394,None
Information,2020-08-09,10:01:00,Security-SPP,16384,None
Information,2020-08-09,10:01:00,Security-SPP,16394,None
Warning,2020-08-09,10:01:00,ESENT,642,General
Warning,2020-08-09,10:01:00,ESENT,642,General
Information,2020-08-09,09:52:00,ESENT,330,General
Warning,2020-08-09,09:52:00,ESENT,642,General
Information,2020-08-09,08:59:00,ESENT,326,General
Information,2020-08-09,08:59:00,ESENT,641,General
Information,2020-08-09,08:59:00,ESENT,330,General
Warning,2020-08-09,08:59:00,ESENT,642,General
Information,2020-08-09,08:59:00,ESENT,105,General
Information,2020-08-09,08:59:00,ESENT,302,Logging/Recovery
Information,2020-08-09,08:59:00,ESENT,301,Logging/Recovery
Information,2020-08-09,08:59:00,ESENT,330,General
Warning,2020-08-09,08:59:00,ESENT,642,General
Information,2020-08-09,08:59:00,ESENT,300,Logging/Recovery
Information,2020-08-09,08:59:00,ESENT,102,General
Information,2020-08-09,08:59:00,Security-SPP,16384,None
Information,2020-08-09,08:59:00,Security-SPP,16394,None
Information,2020-08-09,08:59:00,Security-SPP,16384,None
Information,2020-08-09,08:59:00,Security-SPP,16394,None
Information,2020-08-09,08:40:00,Security-SPP,16384,None
Information,2020-08-09,08:39:00,Security-SPP,16394,None
Warning,2020-08-09,08:24:00,ESENT,642,General
Warning,2020-08-09,08:24:00,ESENT,642,General
Information,2020-08-09,08:24:00,gupdate,0,None
Information,2020-08-09,08:22:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-09,08:22:00,Winlogon,6000,None
Information,2020-08-09,08:21:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-09,08:21:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-09,08:21:00,Winlogon,6003,None
Information,2020-08-09,08:21:00,Winlogon,6000,None
Information,2020-08-09,08:21:00,Winlogon,6000,None
Information,2020-08-09,08:21:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-09,08:21:00,igfxCUIService2.0.0.0,0,None
Information,2020-08-09,08:21:00,Desktop Window Manager,9027,None
Information,2020-07-09,23:08:00,gupdate,0,None
Information,2020-07-09,23:08:00,AVLogEvent,5008,-1
Information,2020-07-09,23:08:00,Security-SPP,16384,None
Information,2020-07-09,23:08:00,Security-SPP,16394,None
Information,2020-07-09,23:07:00,Security-SPP,16384,None
Information,2020-07-09,23:07:00,Security-SPP,16394,None
Information,2020-07-09,23:07:00,Security-SPP,16384,None
Information,2020-07-09,23:07:00,Security-SPP,16394,None
Warning,2020-07-09,23:07:00,ESENT,642,General
Warning,2020-07-09,23:04:00,ESENT,642,General
